ItemLabels,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019
Chicken Wings,683.7296636636636,822.2268973469833,695.5038343796188,727.3140418261006,774.2451063463454,770.288220023837,764.7557278485951,765.6056613680752,830.0539705574527,868.8013981561948,831.3828750935963,856.6630072371715,919.0896917945979,963.4556670274164,980.88,886.5795114243641,925.5540426907567,952.1774236576846,958.0475671141683,946.930393700787,979.3170502997903,960.7147879814013,953.6010894400428,950.5622228215576,950.7731562170561,954.9934101834679,935.8308557749518,921.4946233217763,925.5447608245355,960.5608615083617,963.0488466453348,992.4841883062833,1012.4968476030912,982.5142305238176,981.4833704118231,943.9917022511996,961.8912828404402,932.3229215481699,927.1993628709291,947.9894771459685,934.0522971527613,905.4436253970036,877.1314347424823
Evaporated tinned milk carnation 170g,119.41945945945942,120.4558771261261,122.79334909200473,127.61742827760102,129.53850295340325,124.47322430138398,128.90803365444194,125.26998084369566,131.9139968869414,136.79745074819826,139.60453781645512,134.51094798609412,136.28765765765763,140.526455026455,143.56435643564356,151.47031531531533,157.9466995909676,162.80316844530242,162.71632434688604,158.84773662551,174.35574877958686,170.60163479879873,169.43824140540536,159.72149859943977,172.2443210717211,166.54569028843682,158.50592547950626,160.21790637064473,165.26421546204344,166.23106501100239,165.73769423354778,162.98514227978345,166.27651479583153,163.33846561594098,162.42256091145836,163.27984804420453,164.3902560219037,161.604874036545,161.97993120932432,161.67514048964594,163.37167678358318,156.95144807965858,157.13658824816721
"Evaporated tinned milk(peak), 170g",137.62238755988741,137.87545844640943,139.16472048898495,140.93242364915884,143.8008337750982,141.2081916286262,141.65086072574857,142.3879913254911,148.56526094621123,154.4693159704731,149.44551230585697,151.32087324718015,157.74590831090833,166.1434775809773,177.05405405405406,197.1528051293733,198.4191768824499,194.67328994331703,195.9381919407075,190.532233883058,206.00295383755252,198.67300624249816,196.01511912270243,191.43528354286863,196.70609748285628,191.14035059497098,187.61021178483068,188.13658564206335,192.93144557224454,189.92622573352028,187.83821644234524,184.24926901649755,189.2910900542101,187.24823827587852,187.56042355720956,189.97846262760447,190.67623497066973,190.9161112277212,188.2296148112674,188.18470986337408,189.5145749705248,188.90405317044193,188.58799613092603
Frozen chicken,1149.3091788856295,1209.9814848950323,1176.473326837871,1327.21971978738,1231.7133668482052,1236.6359151601082,1257.8122667923467,1297.967097053483,1327.217336308537,1336.6781470786473,1282.7695939694886,1401.6930991051954,1419.7509139784947,1428.95382395382,1555.5102040816328,1606.628995883021,1605.965546298178,1645.2908544158545,1623.8443641193644,1529.25403141361,1570.2569530348892,1580.1266035713638,1571.482529306115,1708.6374860117744,1547.5046315684406,1548.8746070474494,1544.9451874864242,1537.851787428206,1536.519942787935,1537.2464017676075,1541.3692543999525,1533.2190735527472,1534.1844929973606,1558.2209861490392,1551.2487946926315,1625.053138011961,1614.1933375649478,1632.7050826257087,1910.6963739175935,1681.1074068710004,1701.6150953364381,1752.9713064413058,1783.3784784192162
"Gari white,sold loose",132.46355017718744,135.46322453686133,144.04203789501872,163.357942398045,176.72359585378084,181.06908104976137,187.74100176177348,191.4976563898693,191.79156487594727,191.02078575830376,215.22570929962177,217.71036897967548,219.5636636539137,260.94471394240117,273.6687823313681,288.45189621337255,292.9700652310828,315.6115569565961,317.1030932212337,310.14592307692,301.9854792102362,268.099481136589,251.91066632403553,199.68442736537742,229.262321324374,210.21306176612228,209.12192920253898,208.20545656182713,216.01269911216664,216.72217740428647,200.67274920563653,198.82373298081654,195.85758395369407,188.38569601340782,183.5867734323651,166.64072354567915,165.7989685456617,166.61434858588834,163.5065473458845,163.37434085214971,161.554396746926,145.31461701648755,151.7310857896562
"Gari yellow,sold loose",156.40720950280482,157.39874776030985,166.39649305436507,186.7343391805401,202.3241868400443,200.70227101549165,211.877880578064,216.46449992901427, ,225.62912003935733,233.63354960377688,235.81031591709993,255.82537763737767,250.45,302.0472385964003,320.9239225558119,326.8327321306124,354.55425025868425,350.459710124174,345.82334384858,335.9399052811621,305.0214215504388,289.15195672824933,219.752407032172,271.3498899869885,250.0603425542352,243.99251021764448,246.49987861763165,256.50924134623705,259.83180696639215,248.71704895735976,246.75178797830867,253.70181888480707,236.2591801651851,222.42032888062985,195.98990037927314,191.77752513869552,191.05997496159088,184.1821656087316,182.58608418525318,180.74776594690346,156.02331707678104,154.054687246612
Mudfish (aro) fresh,793.2126445731446,839.3347970281978,823.6167249158277,809.4300320056168,860.1497241582856,859.5003181820084,864.0928947027876,890.0424678692855,896.9549794084083,944.0624352738641,923.0517499292611,956.2596550591263,994.3658268983266,998.7137410396,1079.1580478769079,1008.9481254988943,1047.2758209947174,1071.1269974341096,1080.3340350042774,998.573643410853,1069.915453308908,1074.7343009598994,1081.609450552552,1060.0223014597545,1099.7677113247291,1098.632750528688,1069.9033489509468,1039.0176654629718,1062.735500795573,1070.6249109495802,1065.561923995076,1104.8057709768132,1072.1215248858375,1052.0707312874733,1067.0954147382724,1032.2432214857713,1054.4891419408377,1014.1974395175453,1015.5281746096791,1037.8997193165192,1026.8520583161269,991.4532054442459,971.740588864207
Mudfish : dried,1332.6365586170575,1372.6899532531083,1383.182437401909,1448.4109911121802,1490.3439664898622,1538.3987380043952,1511.2775589201228,1538.8599284284617,1587.4952494606944,1645.8400774982888,1599.715098745672,1726.7549174414557,1812.034040540541,1955.1020616805,2084.8107646610147,2319.9144239428038,2388.052920891282,2416.28251638527,2395.7879039695413,2161.7037037037,2204.042984409242,2190.2226287044414,2144.1991333644223,1621.4231703871105,2134.6535638334667,2066.032669950921,1945.3026670507243,1912.6863494188622,1928.1882731773724,1941.9123037207921,1907.2105929394988,1897.0848854920607,1908.0181911479922,1874.3695820175144,1894.2928835784048,1861.6598864574921,1856.339429704834,1824.0058748501297,1825.5149676674553,1826.7003561403906,1826.7712326385788,1786.801511483186,1763.72467786826
Onion bulb,202.40817333931946,195.27907658793765,190.80443080265007,189.11390719420808,188.51343451862388,207.66774939499481,197.75712666650136,202.41538929190372,234.02755429072445,250.54553074202948,259.61729340058065,255.72460879574695,258.9155606060607,241.43987888457,246.948910051344,205.60237519111715,203.55710638653508,214.78691956213405,213.1438324214625,236.656303236798,238.29194147794684,217.57552172433972,228.46094816077675,311.0913862519405,248.73667535731565,252.02933496932226,235.30650573407883,234.37150397881675,234.0428720466328,240.00520087603863,246.91263633774784,252.0872703647028,251.29987548252112,232.80601700655743,287.6581856662296,259.38026004826827,257.98602435543614,244.30304698038142,231.90561888184175,232.29678117082935,228.2619202483748,208.86852334346614,193.55732068946736
Rice agric sold loose,202.6664694970944,213.3208184358139,227.22460168679055,250.1914602698801,271.0924291461812,288.06229043671084,289.604406547056,313.1948423731034,304.3235552889526,314.97807298360516,332.30344945461275,338.92415601480036,324.01062467824977,355.412938244523,360.8892959332737,324.76097668216494,347.7308782334365,352.0885963643721,354.0811928292393,349.637530017153,351.09227980887044,325.9267282420311,315.1363493177273,317.46074684600444,322.8052212374195,322.80564872207617,326.5600894006448,322.53642969532046,327.8435887247247,331.13900951953093,325.1348721636375,327.02114982946443,328.41715509452837,323.2732405409715,329.14036215724764,321.5763902664463,322.4450527354726,316.0781768476418,314.8815003395329,319.59223871457704,321.56084653281727,318.2571441758252,314.5597612435154
Rice local sold loose,163.28528225713367,172.74474112586879,200.42996301116068,217.94359164220933,235.00941893794422,258.66986268162566,268.2727917273424,289.2997101012672,284.49902793010403,281.669204922761,298.6776309736787,298.7473912679643,286.19044949007457,306.293738582846,308.86781047716016,299.2967099250087,323.8205536942449,325.51058586381583,323.2547085321814,320.18819969742873,316.3985207743464,292.89893694937336,278.89117037530696,278.93862474429915,274.6648021465821,276.27806368687175,283.56768468530043,281.5122027310445,286.15768645622114,280.76084183381073,276.28616127015675,280.2930466128953,277.780047112968,277.8678817519187,278.4567268402178,280.79345282359407,281.48783154589745,281.2450971650048,280.7973208651998,282.7758503271036,278.26145174827326,271.0970370316231,277.3779511105935
Rice Medium Grained,200.01378457109698,201.71563664779046,214.9038514554681,236.68958072271494,248.7995818496116,267.9101933257308,271.04917396917193,297.6549908917842,298.2675354108503,298.14150639835657,323.6584227732259,325.40749028042535,312.0760595238096,352.687401998968,377.99188011408125,332.8065378531143,350.35697928045755,348.23103009825974,344.40250365961066,313.45135531135554,339.47402594983595,320.64287969430075,309.86747338497895,304.89530929806136,308.52501717261305,314.7703660160494,317.1741429947085,323.5556957061061,325.3723750234769,323.1161302968107,319.35476159405005,322.54854164634054,319.4635081105632,314.8870624553601,318.93601063217085,317.9987694559556,317.6314411609416,314.52703128484904,313.5498354074041,316.30267978315595,316.9435376014926,308.06823115356036,305.92857506423843
"Rice,imported high quality sold loose",239.0769440509898,244.24826880593395,270.1411788335898,298.8599976400861,316.82692515883423,336.563583339333,338.07489143595865,370.30204969729937,365.20799810067217,388.7931422750538,410.53381539280196,410.5451696634583,402.0074650510901,410.583594085156,418.7060580462356,388.4628462359793,410.5484243850788,415.8440565681899,409.2015031018611,384.3476231884051,398.0122837479238,368.9007336956356,360.83100121746753,371.21231012778094,360.7568572673042,365.21292868320563,363.3349321034968,369.3524224248282,374.63394623330163,373.47045642409824,370.7933004985107,375.0243613154584,371.31932636747354,373.0424399931288,376.6260644834508,370.57156676112515,366.037473598396,364.38724218211144,361.9011450340488,357.5470258332826,361.3890535245927,352.8265438701046,356.1000285842352
Tomato,223.49691045703514,209.16163382233051,207.237698127872,247.7576349765097,390.66483577850977,341.72548534014066,340.79327379850326,274.3639329524246,283.22805287560305,279.3369893081368,264.94556877169333,266.8207259636061,247.54870169357665,236.620550771598,268.6434710347532,285.720111899321,339.7184424074554,375.00247284604995,394.12931718464574,431.2956332703209,322.391499855845,291.532074745426,286.3860413850129,276.18318106698626,271.98959495273584,267.09926211110525,267.09414984193904,289.4898835113314,307.14276449734416,317.6733059445302,336.2866810471744,336.65206451226607,328.2605232902715,306.58655333744775,294.362610242561,271.5126175282813,265.4864455945281,256.50776006447995,240.29718963245762,257.24855419187446,249.51610958620148,226.07028253609718,203.55021699572583
Yam tuber,147.70861003649784,149.76892014181644,156.58584940626966,175.71540910797134,182.8275204087242,219.86156082543542,207.62370885683325,199.6245053235987,201.71898813413674,202.88572075865756,209.49893753520266,219.6860449129123,210.5755218058968,215.55,255.86475206458798,250.30486756877144,279.1518013809401,292.0590537122242,294.1216552146476,343.3855008210183,259.514033456498,223.62741559965244,212.27025945462074,211.6131638029965,226.5111414905064,230.85299155238613,254.5090003323504,279.61404562818296,291.3324119499616,285.84,280.82879729233605,292.97452148708487,280.2750595989166,252.20672383214972,239.15074490138971,212.65407193253844,211.21129549254047,206.48642774761726,200.8824994646563,222.35800062795852,216.03450484482966,182.15332714927774,170.84968162027812
Catfish (obokun) fresh,,,,,,,,,,,,,899.5807446584071,885.130306633329,884.1463860272682,886.6516114908986,900.7332926505842,916.548776249384,910.5730846408815,921.1702900319964,894.5220692763124,906.9438288321943,902.018048558527,919.8211455656831,1014.6170438857827,1037.3289229104644,1008.2825676464283,993.5437606193354,1013.1115503843733,1062.4335893169252,1064.7424916748018,1088.94585033244,1089.2526355566456,1080.3836789246716,1112.0912259458137,1060.8253869115824,1073.505678786801,1066.3851668815053,1065.1367184292794,1082.0060236374927,1063.031298024872,1024.675512827863,994.2084706513687
Catfish :dried,,,,,,,,,,,,,2204.116,2150.1765,2189.55,2189.10037037037,2213.6636264552953,2255.24187382522,2215.25,2176.82312617478,2158.9980717868575,2083.743386243385,2214.33107142857,2146.61172161172,1852.91706993259,1857.2454649779263,1793.5768184592189,1753.5317825966133,1779.71217035739,1770.532135458385,1792.1190614054633,1807.1068221919213,1766.546763988213,2362.278475579475,1814.9674698137278,1808.5502948651533,1814.6745699495298,1799.350992538204,1791.8960298840955,1763.608874602148,1766.548300911148,1727.3556441645558,1700.5057256756975
Catfish Smoked,,,,,,,,,,,,,817.0897297297295,825.3485427978328,834.2631782438406,837.0921828170358,845.908995618908,848.4094881166267,853.1754336891809,852.9256756756755,839.4925844393385,845.1029453610292,847.663126738754,1007.3997767602016,1540.796540429408,1896.942393431917,1524.7488195431079,1514.5292321103284,1520.9313092747739,1527.8208114039328,1504.3940203353868,1512.4005809126766,1499.5985169613411,1482.3008387322723,1490.8429669294096,1519.799412819661,1509.1878649488347,1517.8357464413614,1517.261659119646,1548.2308228812567,1552.1335947507275,1528.978285170014,1504.2002549391373
Dried Fish Sardine,,,,,,,,,,,,,959.1084004061744,935.5102166903777,958.6687786357795,972.7279436767661,991.6387804168482,989.4883949674563,968.7615467418503,972.6463672249123,947.602122621334,966.9994397992675,968.7741266167391,1077.8245617032767,1455.4977530995009,1405.7474479400034,1410.1062023536383,1371.7958514237282,1399.9714240229741,1378.5658770182076,1395.4097400366923,1382.9363281263975,1374.2598394853812,1365.6839394261979,1331.615973210968,1342.9669444119663,1342.7935195808827,1380.3844770206285,1381.3992380466514,1414.3746630092899,1414.4875102780268,1394.7306616607034,1373.1145784433452
"Groundnut oil: 1 bottle, specify bottle",,,,,,,,,,,,,477.86,482.94,494.1,494.24,500.19,503.28,505.12,508.33,477.97,504.03,503.78677117327106,660.3553250409974,528.585241881357,571.0957182453852,585.1521394671647,584.4673059344253,601.5055219196254,612.4471438047476,603.5754308854309,603.4140357992756,608.3508583349376,592.5105202111737,603.9019184301616,585.5225796647853,588.5977543213779,585.6897805836544,580.5495770840349,578.5233007050022,573.3989368409597,558.3041902968007,545.1317521714889
Iced Sardine,,,,,,,,,,,,,1879.956392176577,1915.6844353622469,1902.1529457801037,1927.970842341685,1919.6404505369028,1916.1886651276939,1915.2487395857531,1904.6710924000458,1878.4632642667657,1914.4507972850013,1903.707385029032,1545.2612336707634,861.0684081962195,885.1422852295253,899.6740190557867,907.8946202129275,941.4522491190547,923.4686585569008,940.5276737795626,937.2214658857815,931.5875881196647,916.8004243013154,920.9844320037173,906.3942254958629,906.0205145418308,911.3325255950123,908.812646677575,941.4397599404921,925.311378566223,899.8309743907481,887.686377132584
Irish potato,,,,,,,,,,,,,300.945625,307.2906872294365,311.805,318.87791666666703,315.859118641667,319.2975,311.395,310.4825,307.4617548312025,291.12468174059984,290.5505555555555,314.23088023087996,232.86569022142268,250.93207465083543,261.7506912470002,282.0577837317348,300.5815581750728,297.091663889478,296.5885274960483,309.50296562994424,291.94880728489807,300.13685976600027,330.10026875324894,298.59196397139414,290.55476697991253,284.31442280598196,278.92496745272626,289.67144414746537,288.8572354938905,274.0999962119248,250.34031415540989
Mackerel : frozen,,,,,,,,,,,,,759.0082246792244,764.6173396829091,774.8935222350259,778.1505148008838,785.3737619501194,794.6418698807475,795.8170239511298,797.7697297297298,785.5674296212952,828.9295204762391,844.5922695387077,1015.5666524250902,915.2732861467275,875.3142908487371,915.9205631158596,896.3960999364725,927.219346634918,908.9053152631378,922.9093311289656,926.1844370529873,944.500151177883,920.994898447024,937.7692610778963,934.1881587223103,933.9362733991505,931.3893152294048,935.3024002420781,958.0476531666189,942.4238949512032,926.0823152126824,911.431539926849
Maize grain white sold loose,,,,,,,,,,,,,167.11,172.86,174.03,182.94,188.9,190.33,191.33,192.44,168.12,191.15,185.12706655529016,154.3718375571377,190.51065549546226,185.2047863660303,231.55542045768664,173.45002749774372,180.5036878938402,183.68745414352264,179.39294733446553,180.09477319812055,179.90127306905327,171.13641425146537,165.02693721661467,161.49105045276974,158.63469987497513,155.59028485965126,147.8311085005932,151.69508685096872,149.59572567527871,140.41366477426646,135.76269764174828
Maize grain yellow sold loose,,,,,,,,,,,,,168.77,174.72,178.79,185.61,190.59,191.36,193.02,193.43,168.19,191.1,189.88386332002946,161.90468396218887,180,199.8352639742864,193.82247141276912,191.05174003680284,195.72300809584132,197.2678804655264,190.44072261815705,191.06092657315713,189.81003992979558,178.37898067809775,168.9184601722495,160.42487601153871,159.91470287825797,158.29322202723674,151.2634282903432,155.898881669483,154.3700381300527,143.25134850103282,140.09194990283117
"Palm oil: 1 bottle,specify bottle",,,,,,,,,,,,,420.62,434.81,442.04,452.42,458.24,471.28,478.75,492.9,439.88,473.61,475.51406659561826,551.771161970397,480.9186032814446,510.1012869267101,492.13294091482226,486.8408515377484,494.91114483515884,499.9751757762473,496.428011328102,501.12849859643836,501.01743078694767,495.0745679606307,496.1785265560035,474.53022738253776,477.08651249717525,462.26569942025577,460.32440570898177,461.0496674110722,456.4056113090322,461.5210209587326,447.397790615293
Plantain(ripe),,,,,,,,,,,,,234.25,234.28,236.65,240.71,241.48,249.71,251.27,254.02,231.7,247.38,244.88905510200365,240.83567091776004,273.7082427163356,257.62703031762993,259.8343660165471,262.30556970154083,273.4817140072951,276.6008318532484,270.767515253557,275.7843422437184,272.596099407876,245.62278268738547,254.08497874329657,227.27537424467658,229.50868704182534,225.9750981951322,223.13126134760859,228.34403394896097,226.33679975991612,220.43541554376677,217.22398112921238
Plantain(unripe),,,,,,,,,,,,,212.49,214.41,215.8,221.79,224.65,228.46,223.47,226.26,215.96,229.88,233.27026985586116,253.05204172443058,248.7235598130088,232.18611080867217,242.48091865363145,235.70279855222475,247.0899392574526,248.46677941959388,248.58156677620389,247.06284277801745,244.2606656425046,226.55561177794888,225.53667647928563,215.72899371417805,217.36735144751526,218.36104365669254,212.53426797225993,220.91032584509884,217.1537983347678,207.37155281351403,203.44170582921032
Sweet potato,,,,,,,,,,,,,129.4258035714285,127.22877840909099,132.94,132.4345833333335,130.27736050891025,135.76999999999998,137.95749999999998,138.5625,139.0009417404275,115.7308974358975,111.36470588235301,120.19306363822051,113.36070321294658,126.4373668825411,130.29861786175275,137.40269363381987,150.54905516345906,148.680473425492,163.29505785534013,167.07618367886892,167.28103537469454,154.73214670975858,147.70249083260998,140.70184170081592,139.6470849211699,137.45839206353205,134.7184693779364,141.61227876098937,140.82986754983074,135.20477295777442,137.47986525567214
Tilapia fish (epiya) fresh,,,,,,,,,,,,,792.1807398648646,795.2676885248815,798.0692612588404,800.772194477956,805.205018005137,817.6196979657328,823.3409167958667,820.2851508169912,795.637478814721,822.3939538247741,813.7687566812041,1158.8406011440884,864.0472516960696,885.6548280819738,890.0975151982881,889.5240120936085,924.1175612568684,939.3621361546051,935.1649788192673,947.7875783714351,979.2219809613873,923.1242324782984,934.0710253572489,887.5371235382926,910.914885039483,876.1299821705721,876.3616922519099,894.1227125601727,884.4716781014524,845.7297838879919,812.2150912591129
Titus:frozen,,,,,,,,,,,,,884.8204444444445,942.2263068181818,964.63,935.0047685185185,969.6407889384465,1012.1800000000001,1014.535,998.0075,973.9915966386554,1050.3785127968156,1125.8823529411766,1109.2133661545436,894.6983890900724,901.4882311096942,905.7575780688189,898.6154165538101,921.0362652627255,950.28,924.77418214979,946.5476895197353,941.5016832208677,923.9198729521237,1105.1662358245062,926.4239535247233,935.0235810641612,945.7083496526204,945.6562132342222,974.9351636309,949.2186148401361,940.5689597822154,927.6073644044103
"Vegetable oil:1 bottle,specify bottle",,,,,,,,,,,,,495.29,507.36,513.42,525.72,524.77,546.29,552.91,559.01,505.51,547.11,540.2036513858889,565.040927411964,540.2513737737023,549.0164699371883,533.4532442375624,548.0115655832666,553.2332267122201,552.0847440423819,547.8964311079915,540.4428033366555,546.8478763806246,536.0827141859667,536.5290124806386,507.8250569460221,516.7219826497297,509.13508818630334,506.64656416476566,501.0878578576719,496.6385646034161,495.4057173431518,485.04759146894264
