States,ItemLabels,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019
ABIA,Catfish :dried,,,,,,,,,,,,,2233.67375,2333.03446428571,2385.6800000000003,2399.98875,2390.76781063723,2204.215,2138.89,2178.425,2154.462325,2297.29344729345,2270.700714285714,2112.470862470863,2315.3469117403542,2582.014810586239,2406.0467773511255,2534.9862258953167,2675.6798756798757,2400.657894736842,2489.828008249061,2688.6918254061843,2378.18513225212,2379.136406305021,2380.801801789434,2208.186813186813,2303.46280975572,2237.89364230541,2173.65196078431,2205.85021596051,2230.2146572014876,2186.75151219908,2137.32961801927
ABIA,Catfish Smoked,,,,,,,,,,,,,2067.47,1747.22,1854.355,1722.48083333333,1963.5709276757566,1787.365,1783.835,1709.8200000000002,1691.0119800000002,1678,1646.0725,1619.10866910867,1680.60550560551,1705.0518925518927,1554.59956709957,1612.2507122507122,1559.35314685315,1711.9868149279914,1681.97416618469,1737.5,1699.6003996004,1700.28023976024,1721.81049197602,1725.71,1681.94562535298,1659.09944677802,1593.88138138138,1582.32323232323,1609.3124214589,1654.94949494949,1593.98148148148
ABIA,Chicken Feet / 1Kg,652.052,720.8325,724.536666666667,766.8009999999999,783.33333333333,734.325833333333,750.088333333333,687.4575,690.401249999999,723.483638867796,758.33333333333,760.11,774.76,731.25,735.71428571429,777.7777777777777,779.04761904762,780,855.5555555555557,875.55666666667,865.564387917329,798.8461538461538,796.8,758.9852,765.33333333333,722.22222222222,685.7142857142857,695.12541,681.25,688.461538461538,696.731078904992,705.2654,762.5,695,662.5,684.52380952381,690.90196078431,705.555555555556,716.666666666667,715.71428571429,707.2096171802057,692.19843,650
ABIA,Chicken Wings / 1Kg,710.4985,841.6666666666665,825,830,862.5,865,882.355,884.69,898.75,941.624532116061,981.25,1037.5,1060.095,900,920,904.705882352941,916.66666666667,925,950,963.33333333333,953.33333333333,952.66590389016,950.25,956.66666666667,961.4500000000033,1033.33333333333,976.666666666667,986,958.3333333333334,1080,1055.55555555556,1142.857142857143,1150,1083.3333333333333,1083.8749999999998,1170,1175,1183.3333333333333,1140,1100.528631,1133.33333333333,1095,1070
ABIA,Dried Fish Sardine,,,,,,,,,,,,,1759.8,1840.48395833333,1524.31,1543.90722222222,1596.77739702821,1601.27,1584.97,1538.9450000000002,1562.13658016475,1527.71038485324,1538.21,1434.86160304342,1542.85335876245,1533.69216480919,1483.66522366522,1488.54055624254,1527.7449822904368,1660.505494950547,1634.87993487993,1530.9725785698326,1480.95238095238,1481.6928571428562,1485.87821142857,1415.6077174459526,1405.7847062713581,1470.918367346939,1433.5664335664335,1405.337519623234,1393.17333333333,1374.28571428571,1343.93939393939
ABIA,Evaporated tinned milk carnation 170g / 1 unit,125.45,125.60054000000001,125.75126064800003,125.90216216077764,126.05324475537059,126.20450864907704,126.35595405945594,126.5075812043273,126.6593903017725,132.085091118397,150,150,158.16,140,145,150,156.76,160,170,165.55,165.56324400000003,164.75,163.75,174,174.5342,174.67382736,170,170,170.153,175.2435,177.12543,172.5,173.71,174.57854999999998,170,170.5,171.01,172.03606,170.86342,170.25386721,170.356019530326,171.02,163.33333333333334
ABIA,"Evaporated tinned milk(peak), 170g / 1 unit",133.49206349206298,134.0651260504195,138.4829059829055,135.678571428571,135.882352941176,136.722222222222,136.909722222222,137.4305555555555,144.16666666666652,161.0339494674385,150.4365079365075,160.31746031746,177.027142857143,175,175.8,192.8,200.625,193.63636363636363,198.66666666666666,193.2258064516129,198.69565217391303,194.6153846153846,196.78571428571428,196.47058823529412,198.387096774194,197,193.8709677419355,187.91666666666666,195.16129032258064,199.52380952380952,198.142857142857,193.677419354839,193.5,191.5,196.76470588235293,189.04761904761904,191,193.07692307692307,191.53846153846155,190.727272727273,195.51724137931035,191.76470588235293,190.344827586207
ABIA,Frozen chicken / 1 unit,1144.94047619047,1128.57142857143,1204.54545454545,1238.98601398601,1255.60606060606,1281.86813186813,1309.375,1332.467532467525,1329.64285714286,1331.04428571429,1325,1455.5944055944,1459.485,1509.722222222215,1488.235294117647,1504.7619047619048,1541.66666666667,1523.076923076923,1478.5714285714287,1493.1818181818182,1493.3012727272728,1481.25,1569.4444444444443,1635.2941176470588,1605.26315789474,1571.4285714285713,1578.9473684210527,1608.8235294117646,1572.7272727272727,1582.42857142857,1585.9375,1595.8333333333333,1623.076923076923,1586.1538461538462,1605.83333333333,1617.6470588235295,1673.611111111111,1625,1615,1600.52380952381,1585.7142857142858,1608.18181818182,1653.04347826087
ABIA,"Gari white,sold loose / 1Kg",114.54317460317401,118.4895798319325,126.82504201680601,138.103974358974,181.190666666666,200.247912280701,187.5265808823525,196.425833333333,193.976468253968,221.0090656690605,222.44801587301498,224.32,270.931875,267.459879807692,286.95652173913,334.6184371184371,339.652743450321,407.380952380952,394.147465437788,394.1789972350231,394.2105315548019,327.232142857143,326.822413793103,320.385281385281,262.014180672269,190.67588325652846,191.66666666666666,188.047619047619,191.466301843318,173.537414965986,153.69473876507126,143.112135176651,157.210884353742,143.336653061225,143.43698871836784,147.301587301587,153.6242993084426,163.333333333333,121.28571428571428,120.331168831169,122.985,117.689075630252,118.20276497695849
ABIA,"Gari yellow,sold loose / 1Kg",120.211706349206,124.34170168067149,137.87023809523748,160.4638311688305,198.177208333333,213.064423076923,189.325294117647,192.5880555555555, ,234.1155224027315,230.22638888888798,238.54,310.0907142857143,284.4065625,308.30756302521,350.1460317460317,353.035714285714,425.647321428571,428.15668202765,428.19093456221225,428.2251898369773,354.497354497354,328.035714285714,321.911764705882,302.327188940092,303.47619047619,280.401785714286,256.173469387755,220.6349206349206,202.81179138322,188.386243386243,164.831029185868,178.74149659863946,159.884489795918,159.99640893877512,166.9642857142857,152.02380952381,163.021978021978,124.72527472527473,125.190476190476,130.310333333333,128.45238095238,119.81566820276494
ABIA,"Groundnut oil: 1 bottle, specify bottle",,,,,,,,,,,,,555.87,506.66,526.67,557.78,593.33,606.67,500.67,500,540.84,607.58,612.5,616.666666666667,636.666666666667,600,560,560.3919999999999,560.8963527999999,565.3425,608.888888888889,653.3333333333333,655.3145,655.7732201499999,656.3634160481348,666.6666666666666,668.367543967,666.6666666666666,670.2539876,653.333333333333,653.725333333333,625.1302,606.666666666667
ABIA,Iced Sardine,,,,,,,,,,,,,886.66,935.0203571428565,839.435,863.1542857142857,880.622389165439,1047.77,1000.595,954.215,966.542980828695,889.8117736385124,882.62,862.96296296296,867.8197945845,929.226709822685,904.1887125220459,896.6574934067197,870.4545454545455,898.7492620012796,896.468531468532,912.782587782588,941.4547146401985,941.9254419975185,950.678982351116,903.1520134935695,902.4624060150376,889.314097208834,871.666666666667,865,818.4533333333333,819.6428571428572,803.16
ABIA,Irish potato,,,,,,,,,,,,,249.69,293.96500000000003,299.075,302.71666666666664,302.65034391289294,305.615,292.05,307.05,299.464285714286,291.6666666666667,285.7142857142857,280,286.8421052631579,273.38235294117646,309.19471153846155,325.029304029304,364.2857142857143,325.555555555556,302.27272727272725,350,307.14285714285717,360,318.1818181818182,322.063492063492,301.02557544757,334.37281162464984,300,320,307.3686666666667,300,257.142857142857
ABIA,Mackerel : frozen,,,,,,,,,,,,,1017.425,1055.73457386363,929.77,938.892142857143,989.46277422649,1028.19,1061.995,1055.5,1043.8895,1056.7858982595558,1020.85266666666,1022.6561236092,1039.96331649784,933.449945760444,914.7467887149456,929.34387181446,896.495818501166,919.6392393637972,891.532365092042,921.9977672339693,970.3153612144838,900,905.81,885.0590643629774,851.148336923088,896.150645170253,905.271233291595,950.10743590028,919.3311111111112,883.768980500986,864.53191416427
ABIA,Maize grain white sold loose,,,,,,,,,,,,,201.39,200,190.23,200.38,200,205.02,216.99,225.31,180.99,205.32,205.334137931034,202.249522249522,242.24503095470843,240.50179211469543,251.08321062285268,240.7407407407408,239.48576675849415,247.97979797979795,237.015182884748,234.44832944832956,238.81313131313132,238.9803005050505,239.19538277550504,239.06565656565652,247.91666666666674,234.77366255144037,245.72649572649564,251.05820105820106,239.0446666666667,189.5424836601307,140.017825311943
ABIA,Maize grain yellow sold loose,,,,,,,,,,,,,201.07,217.3,224.88,238.1,229.94,230.63,247.82,261.52,189.01,210.97,226.93,223.464052287582,240.56078021595266,261.1111111111112,249.41156930819142,244.7649572649574,248.74551971326179,252.94157794157798,255.7862679955704,240.44612794612797,245.38809144072303,245.53532429558746,250.756306087453,241.38888888888886,253.11135653207276,244.7916666666667,242.6587301587301,258.95061728395063,244.63115384615386,168.5185185185185,137.847222222222
ABIA,Mudfish (aro) fresh / 1Kg,780.23,781.166276,782.1036755312001,783.0421999418376,783.9818505817678,784.9226288024661,785.8645359570291,786.8075734001776,787.7517424882578,874.98160558658,876.031583513284,877.0828214135,904.04,1015.22,1059.63,1060,1100.25,1098.25,1099.25,1100.79,1100.8780632,1000,1000,1001.96,1100.2143,1101.20449287,1102.085456464296,1102.9671248294674,1103.9597952418137,1176.34220686852,1177.1656464133277,1180.52,1200.143,1201.1031143999999,1210.94388658008,1225.06,1203.5326,1211.9573282,1225.725437,1220.6983645,1221.4307835186999,1185.01,1150.014
ABIA,Mudfish : dried / 1Kg,2154.3649999999952,1925.73166666666,1995.03416666666,2198.7749999999996,2111.8175,2003.42833333333,2156.18958333333,2060.0735416666603,2257.004999999995,2210.42396197577,2267.79208333333,2523.024499999995,2642.632,2907.82875,2984.7442680776,2992.76895943563,3035.66433566434,2892.92517006803,2895.2380952380954,2515.237857142857,2625.32546818261,2830.5916305916303,2725.38166666667,2509.85723678031,2365.410052910053,2379.6825396825398,2240.5264768901134,2216.16161616162,2228.34467120181,2232.564,2275.1322751322755,2244.4444444444443,2358.1349206349205,2359.5498015873013,2361.201486448412,2448.006379585327,2590.1334776334775,2451.12433862434,2508.46153846154,2435.04273504274,2466.6675,2415.53791887125,2385.28571428571
ABIA,Onion bulb / 1Kg,207.884087301586,203.168928571428,174.75857142857,181.153954248365,184.745595238095,203.505876623376,219.9475,231.377873303167,247.8063492063485,220.551086073786,233.99275210084,250.12,253.459166666667,208.2716666666665,267.40266311888587,226.333973044499,226.129312599893,228.547919167667,221.44123492928642,338.91466666666673,342.222222222222,324.599069512863,330.072666666667,298.659686096661,304.96911944085423,341.3167948878494,297.40087741201,261.441571085482,238.93808211990034,232.823607780768,220.223768579412,223.68729522643721,249.89240778714463,200.042343231817,200.18237287207927,231.095570266885,226.971412445033,248.4832405711556,251.942616207322,298.19104291153997,272.76862068965517,221.78026766262062,211.148116016537
ABIA,"Palm oil: 1 bottle,specify bottle",,,,,,,,,,,,,350.98,372.42,347.14,390.75,405.83,423.95,436.77,444.68,430.56,424.58,442.97214285714,435.185185185185,448.064516129032,470.1075268817204,449.89247311827967,420.230769230769,427.47474747474746,428.57142857142856,451.30434782608705,457.2043010752688,460.2543,460.62250343999995,461.0370636930959,479.3650793650794,464.3971631205674,459.2592592592591,434.28571428571433,438.0952380952382,405.332333333333,360.74074074074065,375.161290322581
ABIA,Plantain(ripe),,,,,,,,,,,,,249.78,242.5,275.18,250.73,226.64,230.06,256.77,249.27,251.15,230.4,245.146,245.958052540203,259.65930537686,173.38505093029985,203.83595231902288,196.482459175958,197.280109627273,202.209757906352,180.40913928390162,226.972789115646,204.225455614344,220,205,191.42103896605616,196.58711964903847,187.637919162377,193.396686752126,201.7585673216345,206.04307692307688,201.9840538096116,211.693865409858
ABIA,Plantain(unripe),,,,,,,,,,,,,203.38,193.79,221.19,205.83,200,208.99,225.81,197.88,199.4,209.3,215.268928571429,213.162301724701,216.225155408534,200.053469677484,186.03384404561552,198.632272463355,183.695279256155,198.298462750874,157.56292760976055,188.08555863957523,160.96079368945,165.438,162.1543,174.03356566006,180.398815418423,175.231296582153,178.859752161416,179.337794829256,183.047857142857,212.044320888883,196.03558374805138
ABIA,Rice Medium Grained / 1Kg,191.3471428571425,189.3780714285705,243.7598076923075,254.41511904761848,285.1391666666665,331.10028409090853,301.7971428571425,338.4893749999995,400.522499999999,353.84612290408097,414.2854999999995,425.12,443.03,423.1760439560435,390.30303030303025,378.1818181818183,389.220779220779,383.75939849624064,439.665223665223,379.3531818181818,375.5050505050505,352.139037433155,351.723684210526,348.787878787879,352.294372294372,380.1652892561984,383.99999999999994,379.6363636363636,354.54545454545456,361.49732620320856,351.5151515151517,367.8787878787879,345.4545454545454,345.6963636363635,346.0074903636362,366.06060606060606,359.95246583481895,357.5757575757576,363.6363636363636,358.272727272727,360.2281250000001,353.125,338.755980861244
ABIA,Rice agric sold loose / 1Kg,253.47675,243.099,250.42555555555498,276.4962121212115,323.790125,342.71840909090895,326.205694444444,361.81912499999896,427.8619999999995,424.182572157786,427.40700000000004,430.44,440.703571428571,393.00769230769197,386.2091396975117,379.3831168831169,383.205741626794,376.8846358320043,409.090909090909,390.9255555555555,366.6666666666666,337.792207792208,337.186666666667,337.639553429027,423.1881645477434,381.81818181818187,400.45454545454544,387.6363636363636,372.14141414141415,357.94061011452317,373.01517591372664,370.6666666666667,370.9090909090909,371.1316363636363,372.165654836364,381.81818181818187,372.1212121212122,366.43356643356645,370.9825528007346,362.685314685315,381.8195000000001,354.265734265734,353.7190082644629
ABIA,Rice local sold loose / 1Kg,157.19918067226848,175.11781746031699,215.271439393939,200.478333333333,226.798169642857,271.29656250000005,265.86541666666653,284.342936507936,352.24607142857053,304.9141198673355,330.906517094017,359.3084873949575,363.70375,382.8463333333325,366.181818181818,302.87490287490294,321.66829586184423,324.14359370142876,344.990208204494,313.781875,324.0633762372893,315.78184950278,304.5467857142857,302.325962325963,322.785923753666,307.91788856304987,335.24242424242425,358.06868686868677,343.645546372819,346.782106782107,306.9570945752419,322.3367003367003,317.35537190082636,317.5457851239668,317.83157633057834,291.0950777617444,301.33992991135835,300.76767676767685,307.5951673598732,323.387878787879,314.8593103448276,316.616161616162,314.9384734906411
ABIA,"Rice,imported high quality sold loose / 1Kg",220.81565789473598,222.4859920634915,293.963696581196,295.01416666666603,344.018333333333,374.233571428571,347.95166666666603,371.944444444444,448.8062301587295,406.0752068459605,455.94119047619,456.58,460.38,447.741722222222,427.6363636363635,421.23456790123447,435.855614973262,421.2551741087598,436.184719535783,409.9725000000001,413.23702137655613,403.198653198653,400.198653198653,400.486486486487,416.920821114369,442.2287390029324,419.34343434343435,424.7648647648647,403.12537136066555,402.771589411906,398.179183135705,413.1378299120235,403.471074380165,403.7535041322311,404.11688228595006,410.74234407567735,400.6250574501333,391.818181818182,406.666666666667,402.08315034402,400.33066666666656,346.212121212121,376.74963924963936
ABIA,Sweet potato,,,,,,,,,,,,,116.168333333333,116.007666666666,112.68,115.502142857143,114.795027233976,118.86,120.805,118.765,115.082147729792,115.895447954601,110.282666666667,115.276182768062,124.249818821628,139.1100708017761,137.4884346428908,139.05456452541077,126.249095750562,136.06700189947523,127.456152750076,111.73907206043519,126.537528801408,130,100,145.76527632138357,127.89298468776872,129.26882184170623,148.77403284137,136.297138599048,136.14038461538462,136.892592835985,129.764826165147
ABIA,Tilapia fish (epiya) fresh,,,,,,,,,,,,,894.65,895.6341150000001,1052.63,1052.63,935.268297049873,936.297092176628,937.3270189780224,952.45,945.55,938,939,940,976.844827242941,942.105263157895,942.8589473684212,943.6132345263159,944.4624864373894,933.3333333333334,933.8933333333333,950,1000,1008.9999999999999,1009.7062999999998,1015.32,1000.53178,1001.03204589,966.6413614354117,955.734872,956.3083129231999,931.3548,914.28571428571
ABIA,Titus:frozen,,,,,,,,,,,,,844.4375,850.75204545454,939.99,930.259761904762,920.116785913456,912.555,924.43,927.785,897.654495487313,840.7898893788304,891.5466666666666,882.06651821977,889.782867306515,856.8184645226388,995.9767785475963,983.6682389673553,972.603795316052,930.6672789371752,930.715876267318,943.4807700039896,947.7513286670262,910,915.637,955.1996867737391,973.6469027008866,1032.1973197143034,1028.592465,983.763227513227,940.9406666666666,922.326696832579,927.97501027552
ABIA,Tomato / 1Kg,244.533293650793,197.8652380952375,180.91226190476152,262.548611111111,816.7249025974,658.9879999999995,683.8042207792205,304.010674603174,260.2740625,285.4630856948885,307.349722222222,311.35,309.656428571429,306.308749999999,333.3333333333333,341.971445008529,421.326291060609,499.76179334778993,530.6073588406555,460.53935483870964,308.6473138854091,290.483345745806,285.685517241379,307.638262472821,287.466327990603,276.780036776643,265.0846971811908,285.801438938694,347.09082688406,320.425180598555,359.26754671627,347.2693496590555,312.9720769426652,354.191157396525,405.554029438182,338.6176618785314,321.026592455164,313.6359491246326,285.791783973602,303.01973159116,305.86851428613966,253.187301587302,196.104768048088
ABIA,"Vegetable oil:1 bottle,specify bottle",,,,,,,,,,,,,388.39,370.77,396.66,403.99,413.71,428.57,450.25,465.39,452.22,429.21,430.16625,439.080459770115,430.701149425287,494.567901234568,497.333333333333,592.592592592593,580.0000000000001,596.6666666666667,604.444444444444,595.476190476191,605.686274509804,606.0496862745098,610.595130992157,603.333333333333,628.7878787878786,601.428571428571,615.641025641026,606.666666666667,613.1310356310356,581.4814814814815,565.925925925926
ABIA,Wheat flour: prepacked (golden penny 2kg),,,,,,,,,,,,,645.92,648.33,650,627.77,631.94,628.12,651.43,633.33,640.8,629.06,650,654.285714285714,675.090909090909,650,701.538461538462,711.1111111111111,716.6666666666666,721.4285714285714,716.6666666666666,729.1666666666666,735,725,731.25,728.5714285714286,736.666666666667,744.4444444444445,750.142857142857,740.582915,735.385673,739.18942568,720
ABIA,Yam tuber / 1Kg,100.1387301587297,129.604404761904,128.6604761904755,125.3522222222215,184.899886363636,208.52785714285648,187.87428571428552,203.1424553571425,171.4538492063485,170.960414277135,172.70813025209998,178.22,183.68375,172.4894034090905,179.1009434648831,196.72694620858766,254.445556266733,247.698372099695,277.67704843742104,271.96124999999995,223.166040289703,192.71586526084283,191.273448275862,184.10248881195187,186.844827242941,171.8693039054801,184.50506947012698,193.593052892925,207.4009698012644,213.77664046012612,201.98324484669035,217.1942305173717,186.894436070944,198.025262176194,158.15168238593492,196.3032370705534,177.7454444078927,186.989916600538,148.542533557438,185.3035405912717,199.2613333333333,149.065191739283,167.229298101394
ABUJA,Agric eggs medium size / 1 Dozen,341.6666666666665,380,376.6666666666665,360,390,414,425,396.6666666666665,437.5,530.450409968473,465,480,495.625,480,496.6666666666667,492.333333333333,483.333333333333,468,430,446.6666666666667,432.222222222222,457.5,370,408.571428571429,433,490,515,520.333333333333,481.111111111111,525.33,460,446,442,448,425,498,464,484,460,492.22222222222223,485.555555555556,472.5,480
ABUJA,Agric eggs(medium size price of one) / 1 Piece,30,31.25,30.8333333333333,30,32,33.75,35,34.16666666666665,40,39.325434122000004,38.75,40,43.4975,41.25,42,41.111111111111114,41.9811111111111,40,38,38.888888888888886,36.666666666666664,39.5,32.5,36.666666666666664,38.5,38.5,40,41.111111111111114,38.6666666666667,40.764397,40.012,39,39,39,38.7,42,40,41,40,42,42.4444444444444,38.75,39.5
ABUJA,"Beans brown,sold loose / 1Kg",292.5,222.962499999999,221.408333333333,226.155,258.58175,302.221666666666,282.3725,258.6666666666665,334.38374999999996,382.449767967,359.39833333333297,280.5091666666665,363.3616666666667,367.976666666666,352.405740810913,343.7427196047886,348.57142857143,346.44436023746374,358.852825173855,375.5444444444444,380.18315018315,361.3324175824176,313.55,302.10766903759117,367.4608547392032,409.2219274977896,442.25641025641,410.40938627145533,410.18315018315025,415.82228116710877,430.6896551724138,405.162561576355,396.97249589491,391.3001357676728,361.739926739927,430.6896551724137,394.6954022988506,361.072796934866,345.658088634495,357.608311229001,344.5314285714286,301.5826702033599,285.484400656814
ABUJA,Beans:white black eye. sold loose / 1Kg,221.66666666666652,279.1225,261.6666666666665,292.424999999999,207.30675,253.968333333333,250.955416666666,221.7966666666665,352.8375,309.58279237998,273.01666666666654,285.22,300.665,280.2674999999995,298.12779812779814,308.73015873015873,314.28571428571,319.67556253270544,319.2627521732,339.4977777777778,335.6593406593407,312.7306027306027,302.730602730603,291.5895401212924,350,356.61172161172163,415.8974358974359,408.730158730159,395.659340659341,399.050915129014,376.6787924718959,354.93558165971956,337.10180623973736,335.357142857143,315.796220687525,376.67879247189603,345.0915750915751,315.95238095238096,305.401265401265,324.102564102564,324.81444444444446,329.487179487179,285.714285714286
ABUJA,Beef Bone in / 1Kg,800,837.5,800,756.083333333333,1051.63625,991.6666666666665,855.7483333333325,941.9575,1205.3575,1117.338815863035,1000,1040,979.201,992.105,1013.8888888888889,1044.4444444444446,1225,1203.1425891182,1240.4877260981912,1064.0522222222223,1062.5,1075,1100,1100,1085.7142857142858,1014.28571428571,1150,1100,1050,1105,1054.8076923076924,1075,1080,1092.85714285714,1055.1417004048585,1287.5,1150,1150,1090.83333333333,1023.8095238095239,1150,1104.99419279907,1098.04761904762
